id,name,city,state,segment,created_at
969,Costa & Santos Grupo Supermercado,Porto Alegre,RN,convenience,2023-10-15 02:46:50
970,Nascimento & Santos Brasil Mercado,Brasília,MT,minimarket,2023-04-16 02:18:33
971,Nascimento & Almeida Comércio Mercado,Curitiba,RN,minimarket,2023-11-15 12:11:13
972,Silva & Almeida Alimentos Mercearia,Rio de Janeiro,SC,minimarket,2023-08-18 02:26:07
973,Ferreira & Nascimento Brasil Mercearia,Belém,RN,minimarket,2024-02-27 12:44:50
974,Oliveira & Nascimento Comércio Mercearia,Manaus,MS,minimarket,2023-02-12 02:14:06
975,Oliveira & Santos Grupo Mercearia,Belo Horizonte,ES,supermarket,2024-05-18 07:05:41
976,Nascimento & Nascimento Mercado Mercearia,Manaus,MT,convenience,2023-09-02 01:36:27
977,Ferreira & Ferreira Suprimentos Mercado,Belo Horizonte,SC,minimarket,2023-02-28 01:00:38
978,Ferreira & Costa Atacado Mercado,Rio de Janeiro,MG,convenience,2024-06-18 17:01:12
979,Oliveira & Oliveira Grupo Mercearia,Cuiabá,ES,grocery,2023-09-03 13:27:57
980,Almeida & Lima Mercado Mercearia,Fortaleza,ES,minimarket,2024-06-14 09:40:17
981,Almeida & Souza Suprimentos Supermercado,Manaus,DF,minimarket,2024-02-08 20:15:53
982,Nascimento & Lima Mercado Mercearia,Campo Grande,GO,convenience,2023-12-08 08:44:18
983,Oliveira & Oliveira Mercado Mercearia,Recife,DF,minimarket,2023-03-08 02:40:45
984,Santos & Costa Brasil Mercearia,Curitiba,MT,minimarket,2024-07-26 05:02:32
985,Nascimento & Ferreira Atacado Mercado,Belém,RN,minimarket,2024-08-02 00:26:29
986,Silva & Almeida Distribuidora Supermercado,Rio de Janeiro,MG,supermarket,2023-08-17 12:58:09
987,Ferreira & Oliveira Alimentos Mercearia,Campo Grande,SC,supermarket,2023-09-02 22:58:14
988,Silva & Souza Atacado Supermercado,Salvador,PR,minimarket,2024-06-01 15:53:07
989,Lima & Lima Comércio Supermercado,Recife,RN,supermarket,2023-03-18 10:47:18
990,Lima & Souza Alimentos Mercado,Curitiba,RJ,grocery,2024-04-21 10:13:31
991,Rodrigues & Santos Suprimentos Mercearia,Natal,DF,minimarket,2024-11-02 11:54:13
992,Almeida & Ferreira Suprimentos Mercearia,Florianópolis,PR,grocery,2023-02-25 15:11:27
993,Lima & Silva Grupo Mercado,Salvador,SC,convenience,2024-08-12 17:02:24
994,Ferreira & Costa Alimentos Supermercado,Curitiba,SC,grocery,2024-02-02 16:31:16
995,Lima & Souza Brasil Supermercado,Natal,PB,convenience,2024-05-18 21:28:59
996,Costa & Nascimento Suprimentos Mercearia,Vitória,PB,minimarket,2024-06-07 01:48:33
997,Souza & Lima Brasil Supermercado,Curitiba,RS,convenience,2024-01-21 00:08:04
998,Santos & Oliveira Comércio Mercearia,Vitória,RN,convenience,2024-02-17 19:51:48
999,Almeida & Santos Grupo Supermercado,João Pessoa,ES,grocery,2023-06-16 23:19:32
1000,Ferreira & Lima Atacado Supermercado,Florianópolis,ES,grocery,2024-02-04 17:43:05
1001,Oliveira & Nascimento Atacado Supermercado,Recife,MT,grocery,2024-09-06 11:49:12
1002,Costa & Rodrigues Comércio Supermercado,Vitória,BA,minimarket,2024-06-18 23:10:43
1003,Oliveira & Costa Alimentos Mercearia,Belo Horizonte,PA,minimarket,2024-09-06 23:56:37
1004,Nascimento & Lima Brasil Mercearia,Recife,DF,grocery,2024-03-31 18:29:06
1005,Almeida & Costa Distribuidora Mercearia,Rio de Janeiro,AM,minimarket,2024-10-21 03:35:56
1006,Costa & Almeida Suprimentos Supermercado,Recife,DF,minimarket,2023-04-23 16:35:57
1007,Almeida & Santos Comércio Mercado,Vitória,PA,convenience,2023-03-03 15:58:48
1008,Almeida & Almeida Grupo Supermercado,Vitória,MG,convenience,2023-11-16 00:36:37
1009,Costa & Souza Suprimentos Mercearia,São Paulo,RN,grocery,2023-02-24 09:33:36
1010,Costa & Costa Mercado Mercado,Salvador,MG,minimarket,2024-05-23 01:39:57
1011,Souza & Nascimento Brasil Mercearia,Natal,RS,convenience,2024-08-09 01:04:14
1012,Silva & Santos Mercado Mercado,Recife,MG,supermarket,2023-05-31 23:42:04
1013,Souza & Nascimento Suprimentos Supermercado,São Paulo,MS,minimarket,2024-08-03 02:04:30
1014,Costa & Ferreira Distribuidora Mercado,Natal,PA,supermarket,2024-08-26 19:41:28
1015,Lima & Almeida Atacado Supermercado,Manaus,GO,grocery,2023-06-19 09:47:52
1016,Almeida & Costa Brasil Mercado,Vitória,RN,minimarket,2024-11-23 22:43:45
1017,Silva & Lima Suprimentos Mercado,Belém,BA,grocery,2023-05-15 06:06:01
1018,Almeida & Santos Distribuidora Supermercado,Vitória,AM,grocery,2023-04-07 07:57:46
1019,Almeida & Almeida Alimentos Mercearia,Fortaleza,PB,grocery,2023-12-24 21:23:59
1020,Santos & Souza Suprimentos Mercearia,Porto Alegre,SP,grocery,2024-11-10 20:05:16
1021,Ferreira & Santos Suprimentos Mercearia,Salvador,MG,grocery,2024-11-19 22:54:47
1022,Ferreira & Santos Comércio Supermercado,Goiânia,RS,minimarket,2023-05-05 18:16:34
1023,Rodrigues & Costa Alimentos Supermercado,Curitiba,MT,supermarket,2023-03-17 12:48:37
1024,Santos & Silva Comércio Mercado,Belém,SC,minimarket,2024-01-12 09:09:54
1025,Almeida & Santos Suprimentos Mercado,Vitória,ES,minimarket,2024-06-11 03:27:14
1026,Ferreira & Ferreira Brasil Mercearia,Fortaleza,PR,minimarket,2024-08-06 22:22:26
1027,Ferreira & Ferreira Mercado Supermercado,Fortaleza,MS,convenience,2023-03-22 09:49:51
1028,Ferreira & Santos Alimentos Mercearia,Belém,DF,convenience,2023-10-04 01:47:38
1029,Nascimento & Santos Alimentos Mercearia,Goiânia,DF,minimarket,2023-04-18 17:04:27
1030,Santos & Costa Distribuidora Mercado,Florianópolis,RS,supermarket,2024-11-29 08:14:03
1031,Lima & Nascimento Distribuidora Mercado,Porto Alegre,GO,minimarket,2024-03-30 14:27:04
1032,Rodrigues & Ferreira Grupo Mercearia,Rio de Janeiro,MS,grocery,2023-09-05 12:34:04
1033,Silva & Rodrigues Comércio Mercearia,Brasília,MS,convenience,2024-11-25 05:09:58
1034,Souza & Oliveira Grupo Mercearia,Vitória,RS,convenience,2023-07-02 19:49:18
1035,Lima & Oliveira Atacado Mercearia,Cuiabá,MT,minimarket,2024-06-24 20:02:47
1036,Costa & Silva Comércio Supermercado,Goiânia,MT,minimarket,2024-05-23 21:51:36
1037,Silva & Silva Grupo Mercearia,Rio de Janeiro,RJ,supermarket,2024-08-27 19:07:55
1038,Almeida & Santos Atacado Supermercado,Vitória,MG,supermarket,2023-02-14 22:50:03
1039,Costa & Souza Grupo Mercearia,Brasília,GO,grocery,2023-10-18 09:19:29
1040,Almeida & Oliveira Comércio Supermercado,João Pessoa,DF,minimarket,2024-11-13 07:54:35
1041,Souza & Nascimento Atacado Supermercado,Manaus,AM,minimarket,2024-07-07 22:49:07
1042,Santos & Oliveira Alimentos Mercearia,João Pessoa,PE,minimarket,2024-11-21 20:09:13
1043,Rodrigues & Almeida Distribuidora Mercado,Recife,BA,convenience,2023-10-05 19:37:12
1044,Santos & Lima Distribuidora Supermercado,Rio de Janeiro,MT,grocery,2024-08-05 22:28:38
1045,Nascimento & Rodrigues Mercado Mercado,Vitória,RJ,supermarket,2023-06-13 10:22:08
1046,Oliveira & Souza Distribuidora Mercado,Belo Horizonte,GO,convenience,2024-05-02 19:37:48
1047,Nascimento & Santos Suprimentos Mercado,Natal,BA,convenience,2024-08-15 21:34:55
1048,Rodrigues & Rodrigues Mercado Mercearia,Salvador,PA,convenience,2023-11-13 11:31:02
1049,Lima & Nascimento Comércio Mercearia,Goiânia,BA,convenience,2024-03-09 01:17:01
1050,Nascimento & Costa Mercado Mercado,Fortaleza,CE,grocery,2023-02-13 00:10:13
1051,Oliveira & Silva Mercado Supermercado,Manaus,MS,minimarket,2024-07-02 03:05:27
1052,Souza & Ferreira Atacado Mercado,Rio de Janeiro,MG,supermarket,2023-12-12 03:41:27
1053,Oliveira & Costa Brasil Mercado,Campo Grande,CE,supermarket,2023-12-22 09:51:43
1054,Rodrigues & Costa Atacado Mercado,Curitiba,SC,convenience,2024-11-13 16:10:14
1055,Almeida & Santos Comércio Mercearia,Porto Alegre,PB,convenience,2024-07-04 15:14:55
1056,Nascimento & Santos Atacado Supermercado,Porto Alegre,PB,grocery,2024-07-06 03:00:58
1057,Almeida & Souza Atacado Mercearia,Florianópolis,PR,convenience,2023-03-21 18:08:01
1058,Santos & Santos Alimentos Mercearia,Porto Alegre,BA,supermarket,2023-03-24 10:50:49
1059,Silva & Nascimento Grupo Mercearia,João Pessoa,RJ,supermarket,2023-07-01 20:39:39
1060,Souza & Silva Atacado Mercearia,Cuiabá,AM,minimarket,2024-11-03 20:00:03
1061,Almeida & Rodrigues Comércio Mercado,João Pessoa,MT,minimarket,2024-09-15 07:31:53
1062,Ferreira & Souza Atacado Supermercado,Fortaleza,PR,supermarket,2024-02-26 13:06:59
1063,Rodrigues & Almeida Distribuidora Mercado,São Paulo,SC,supermarket,2023-05-27 13:51:33
1064,Costa & Almeida Alimentos Mercearia,Florianópolis,ES,grocery,2024-08-21 04:44:40
1065,Souza & Nascimento Comércio Mercearia,Florianópolis,PA,grocery,2023-08-28 02:27:14
1066,Oliveira & Rodrigues Comércio Supermercado,Brasília,RS,supermarket,2023-04-08 05:17:24
1067,Nascimento & Nascimento Comércio Mercearia,Campo Grande,SC,convenience,2023-06-16 01:13:18
1068,Rodrigues & Costa Alimentos Supermercado,Cuiabá,CE,minimarket,2024-01-12 09:33:14
1069,Rodrigues & Souza Distribuidora Mercado,Porto Alegre,PB,supermarket,2023-03-08 13:41:50
1070,Costa & Souza Alimentos Mercearia,Belo Horizonte,DF,convenience,2023-09-04 00:10:00
1071,Souza & Almeida Mercado Mercado,Cuiabá,GO,supermarket,2024-05-19 15:48:11
1072,Rodrigues & Rodrigues Alimentos Supermercado,Goiânia,PE,minimarket,2023-07-06 07:43:37
1073,Costa & Santos Atacado Mercearia,Belém,PR,minimarket,2024-07-20 22:36:35
1074,Lima & Nascimento Comércio Mercado,São Paulo,CE,grocery,2024-02-29 14:33:57
1075,Ferreira & Costa Distribuidora Mercearia,Salvador,SC,grocery,2023-12-16 21:00:04
1076,Lima & Ferreira Suprimentos Mercearia,Campo Grande,MS,grocery,2023-06-16 08:21:40
1077,Ferreira & Costa Mercado Mercado,Campo Grande,MG,grocery,2024-06-09 10:50:41
1078,Rodrigues & Nascimento Alimentos Mercearia,Belém,CE,minimarket,2024-09-04 01:53:27
1079,Oliveira & Rodrigues Comércio Supermercado,Rio de Janeiro,AM,convenience,2024-11-17 02:19:46
1080,Santos & Almeida Atacado Supermercado,Brasília,AM,convenience,2024-11-13 18:50:12
1081,Oliveira & Oliveira Comércio Mercado,Rio de Janeiro,RN,convenience,2023-02-04 12:06:24
1082,Nascimento & Santos Suprimentos Mercado,Porto Alegre,RS,supermarket,2023-10-01 16:31:37
1083,Costa & Santos Brasil Mercearia,João Pessoa,RS,grocery,2023-09-02 15:18:53
1084,Rodrigues & Rodrigues Suprimentos Mercearia,Belo Horizonte,RN,grocery,2024-04-12 09:35:03
1085,Oliveira & Ferreira Alimentos Supermercado,Vitória,PE,minimarket,2023-11-01 09:14:17
1086,Silva & Oliveira Comércio Supermercado,Manaus,PR,minimarket,2023-05-04 10:21:31
1087,Almeida & Silva Comércio Supermercado,Goiânia,SC,supermarket,2023-10-25 05:08:08
1088,Oliveira & Lima Comércio Mercearia,Campo Grande,MG,supermarket,2024-01-30 03:34:20
1089,Ferreira & Nascimento Alimentos Mercearia,Belém,SP,convenience,2024-04-18 07:31:02
1090,Lima & Santos Suprimentos Mercado,Rio de Janeiro,MS,minimarket,2024-11-12 10:08:18
1091,Nascimento & Rodrigues Brasil Supermercado,Campo Grande,AM,grocery,2024-07-26 19:49:37
1092,Souza & Ferreira Comércio Mercearia,Brasília,MT,convenience,2023-04-09 20:55:53
1093,Oliveira & Nascimento Atacado Supermercado,Belém,CE,grocery,2024-04-16 18:31:59
1094,Costa & Rodrigues Distribuidora Supermercado,Belo Horizonte,MG,convenience,2024-01-27 15:02:44
1095,Ferreira & Ferreira Comércio Supermercado,João Pessoa,PE,grocery,2023-04-11 11:27:28
1096,Silva & Souza Grupo Supermercado,Cuiabá,PA,supermarket,2023-05-03 07:16:29
1097,Nascimento & Santos Comércio Mercado,Campo Grande,ES,convenience,2023-04-13 08:11:34
1098,Nascimento & Nascimento Alimentos Mercearia,Natal,SP,grocery,2023-06-23 18:03:52
1099,Almeida & Santos Distribuidora Mercado,Curitiba,PB,grocery,2024-08-21 15:48:17
1100,Oliveira & Nascimento Alimentos Mercearia,Salvador,RN,minimarket,2023-04-10 02:56:30
1101,Ferreira & Almeida Grupo Mercado,Curitiba,PE,convenience,2023-06-26 04:55:57
1102,Silva & Almeida Grupo Supermercado,Belo Horizonte,PE,grocery,2023-10-06 14:39:10
1103,Rodrigues & Ferreira Mercado Mercearia,São Paulo,CE,minimarket,2024-05-06 03:48:26
1104,Nascimento & Santos Grupo Supermercado,Salvador,DF,grocery,2024-06-02 17:08:07
1105,Lima & Rodrigues Suprimentos Supermercado,Campo Grande,PR,convenience,2023-02-17 14:49:42
1106,Lima & Nascimento Grupo Mercado,Rio de Janeiro,DF,supermarket,2024-09-19 12:44:40
1107,Souza & Silva Alimentos Mercearia,Belo Horizonte,RJ,convenience,2023-06-13 12:38:55
1108,Almeida & Santos Alimentos Mercado,João Pessoa,MT,convenience,2024-10-06 15:07:02
1109,Souza & Costa Grupo Mercado,Cuiabá,MS,grocery,2023-02-10 02:35:29
1110,Santos & Oliveira Grupo Mercearia,Florianópolis,DF,grocery,2023-07-20 22:58:32
1111,Nascimento & Lima Atacado Mercearia,Campo Grande,CE,convenience,2024-06-11 12:10:05
1112,Ferreira & Nascimento Mercado Mercearia,Cuiabá,ES,minimarket,2023-11-19 21:44:13
1113,Lima & Ferreira Suprimentos Mercado,Natal,CE,minimarket,2024-01-25 13:31:45
1114,Almeida & Almeida Brasil Supermercado,Recife,ES,minimarket,2023-04-06 03:04:28
1115,Costa & Almeida Brasil Mercado,Brasília,PE,grocery,2024-08-17 13:29:50
1116,Lima & Nascimento Mercado Mercearia,João Pessoa,ES,grocery,2023-08-12 15:25:12
1117,Ferreira & Oliveira Distribuidora Mercearia,Recife,MG,convenience,2023-09-29 01:28:41
1118,Souza & Rodrigues Comércio Supermercado,Campo Grande,MS,supermarket,2024-11-13 08:33:30
1119,Souza & Almeida Grupo Mercado,Brasília,RJ,grocery,2024-07-14 20:43:14
1120,Almeida & Nascimento Alimentos Supermercado,Florianópolis,CE,convenience,2024-06-14 21:39:50
1121,Ferreira & Silva Distribuidora Supermercado,Goiânia,MG,convenience,2023-06-30 10:06:08
1122,Rodrigues & Nascimento Grupo Supermercado,Belo Horizonte,AM,supermarket,2024-09-04 12:42:10
1123,Santos & Lima Suprimentos Mercado,Cuiabá,AM,minimarket,2024-09-11 01:44:23
1124,Santos & Nascimento Alimentos Mercearia,Belo Horizonte,MT,convenience,2024-08-28 07:22:35
1125,Ferreira & Ferreira Atacado Mercearia,Brasília,BA,convenience,2023-05-16 02:21:22
1126,Nascimento & Silva Comércio Mercearia,Campo Grande,RN,convenience,2023-10-01 03:53:54
1127,Rodrigues & Rodrigues Alimentos Supermercado,Brasília,RJ,minimarket,2023-03-15 10:14:31
1128,Almeida & Lima Suprimentos Supermercado,Goiânia,PA,minimarket,2023-11-23 14:51:33
1129,Nascimento & Almeida Suprimentos Mercearia,João Pessoa,CE,supermarket,2024-08-03 07:11:24
1130,Oliveira & Silva Mercado Supermercado,Cuiabá,PB,grocery,2023-09-12 23:29:41
1131,Silva & Oliveira Distribuidora Mercado,Porto Alegre,AM,minimarket,2023-06-20 06:14:08
1132,Ferreira & Costa Grupo Mercado,Manaus,MS,grocery,2023-09-06 16:15:16
1133,Nascimento & Souza Alimentos Mercearia,Salvador,RN,grocery,2023-05-22 01:43:54
1134,Santos & Santos Atacado Mercearia,Natal,PB,minimarket,2024-04-15 21:06:29
1135,Almeida & Nascimento Mercado Mercado,Rio de Janeiro,MG,convenience,2023-10-05 02:06:36
1136,Lima & Souza Suprimentos Mercado,Recife,MS,supermarket,2023-12-20 13:11:53
1137,Ferreira & Nascimento Alimentos Mercado,Belém,SC,grocery,2023-07-27 12:12:24
1138,Oliveira & Ferreira Distribuidora Mercearia,Vitória,PA,convenience,2024-11-11 18:39:34
1139,Santos & Almeida Atacado Mercado,João Pessoa,AM,minimarket,2023-06-28 05:08:47
1140,Santos & Almeida Atacado Mercearia,Recife,DF,grocery,2023-09-01 21:20:59
1141,Nascimento & Lima Brasil Mercado,Florianópolis,DF,grocery,2023-07-06 17:48:59
1142,Nascimento & Rodrigues Suprimentos Mercado,Florianópolis,MS,grocery,2023-06-19 13:36:30
1143,Rodrigues & Rodrigues Alimentos Mercado,Brasília,CE,convenience,2023-09-19 01:56:14
1144,Santos & Lima Distribuidora Mercado,Campo Grande,PA,convenience,2023-08-22 10:42:38
1145,Souza & Souza Mercado Mercado,Salvador,MT,convenience,2024-07-27 19:25:35
1146,Costa & Almeida Alimentos Mercearia,Belém,RS,grocery,2024-01-09 10:42:24
1147,Lima & Souza Atacado Supermercado,Vitória,BA,grocery,2023-08-26 11:28:44
1148,Ferreira & Costa Distribuidora Mercearia,São Paulo,RJ,supermarket,2023-04-14 18:41:08
1149,Oliveira & Rodrigues Mercado Mercado,Salvador,DF,supermarket,2024-02-17 12:07:50
1150,Souza & Nascimento Atacado Supermercado,Manaus,GO,convenience,2023-11-04 20:32:01
1151,Souza & Rodrigues Suprimentos Supermercado,Recife,BA,convenience,2024-04-26 11:40:42
1152,Souza & Lima Suprimentos Supermercado,Belém,DF,minimarket,2023-11-11 10:14:28
1153,Souza & Souza Mercado Supermercado,Manaus,ES,convenience,2023-10-30 23:12:24
1154,Santos & Santos Distribuidora Mercearia,João Pessoa,GO,supermarket,2024-09-23 22:01:49
1155,Rodrigues & Nascimento Alimentos Mercearia,Cuiabá,PA,supermarket,2024-06-14 12:30:07
1156,Silva & Rodrigues Mercado Mercearia,Brasília,MT,supermarket,2024-03-14 06:13:23
1157,Costa & Rodrigues Atacado Mercado,Campo Grande,AM,grocery,2024-01-17 06:30:53
1158,Oliveira & Almeida Atacado Mercado,Natal,RN,grocery,2024-11-07 07:00:07
1159,Souza & Nascimento Comércio Supermercado,São Paulo,RN,convenience,2024-06-06 03:11:05
1160,Almeida & Ferreira Brasil Mercearia,Fortaleza,RS,minimarket,2024-07-19 15:21:05
1161,Silva & Almeida Mercado Mercado,Recife,GO,minimarket,2024-11-09 00:34:45
1162,Oliveira & Rodrigues Distribuidora Mercearia,Florianópolis,PR,minimarket,2023-06-14 09:52:39
1163,Almeida & Rodrigues Mercado Mercearia,São Paulo,MS,grocery,2023-03-02 12:43:01
1164,Silva & Silva Suprimentos Mercado,Rio de Janeiro,RS,supermarket,2024-11-11 08:23:12
1165,Nascimento & Santos Mercado Mercado,São Paulo,DF,supermarket,2024-05-01 13:20:49
1166,Nascimento & Lima Comércio Mercearia,São Paulo,PA,grocery,2023-11-28 13:36:33
1167,Lima & Souza Atacado Mercado,Manaus,PR,minimarket,2023-06-02 22:32:13
1168,Nascimento & Costa Mercado Supermercado,Vitória,MS,minimarket,2024-03-25 20:05:31
1169,Rodrigues & Ferreira Suprimentos Mercado,São Paulo,ES,convenience,2024-04-18 17:32:49
1170,Costa & Costa Grupo Mercado,Vitória,CE,convenience,2023-07-15 15:02:20
1171,Rodrigues & Oliveira Comércio Mercearia,Goiânia,BA,minimarket,2024-07-31 09:43:23
1172,Souza & Santos Atacado Supermercado,Rio de Janeiro,MT,grocery,2024-01-04 23:36:48
1173,Almeida & Ferreira Grupo Supermercado,Salvador,PR,minimarket,2023-10-29 11:05:09
1174,Oliveira & Oliveira Brasil Supermercado,Goiânia,MG,convenience,2024-06-17 18:27:41
1175,Oliveira & Ferreira Brasil Supermercado,Brasília,DF,minimarket,2024-10-23 20:25:36
1176,Almeida & Almeida Mercado Mercado,Florianópolis,RS,grocery,2024-07-15 17:43:56
1177,Lima & Lima Alimentos Mercado,Campo Grande,DF,supermarket,2024-10-12 11:34:29
1178,Santos & Oliveira Alimentos Supermercado,Rio de Janeiro,ES,grocery,2023-09-14 05:33:11
1179,Lima & Rodrigues Distribuidora Mercado,Fortaleza,MT,grocery,2023-07-13 03:05:29
1180,Costa & Lima Mercado Mercado,Cuiabá,CE,convenience,2023-10-25 18:43:09
1181,Almeida & Almeida Atacado Mercado,João Pessoa,PR,grocery,2024-07-29 10:29:33
1182,Silva & Ferreira Distribuidora Mercado,Recife,SC,grocery,2024-02-28 06:51:53
1183,Nascimento & Souza Comércio Mercado,Belém,RS,convenience,2024-04-05 10:46:41
1184,Costa & Costa Brasil Mercearia,Belo Horizonte,RJ,convenience,2024-11-07 13:40:06
1185,Rodrigues & Santos Grupo Mercearia,Salvador,MS,supermarket,2024-09-01 04:58:49
1186,Lima & Rodrigues Comércio Supermercado,Manaus,PB,minimarket,2024-10-10 22:43:57
1187,Costa & Ferreira Grupo Supermercado,Salvador,PR,grocery,2023-08-29 21:35:36
1188,Santos & Oliveira Mercado Supermercado,Manaus,RS,convenience,2023-04-13 11:50:32
1189,Costa & Costa Atacado Mercearia,Goiânia,MT,supermarket,2024-03-06 16:05:31
1190,Lima & Nascimento Grupo Mercado,Manaus,RJ,minimarket,2024-09-24 17:23:19
1191,Rodrigues & Costa Brasil Mercado,Florianópolis,MT,convenience,2023-07-15 16:08:33
1192,Oliveira & Oliveira Alimentos Supermercado,Cuiabá,AM,minimarket,2023-08-21 13:27:18
1193,Souza & Lima Distribuidora Supermercado,Recife,RS,minimarket,2023-07-21 12:33:59
1194,Oliveira & Ferreira Distribuidora Supermercado,Recife,DF,grocery,2024-01-31 06:20:23
1195,Santos & Rodrigues Alimentos Supermercado,Florianópolis,RS,grocery,2023-08-23 14:31:13
1196,Ferreira & Almeida Distribuidora Supermercado,Campo Grande,PE,convenience,2023-02-26 10:14:02
